iteration,runner,timestamp,high-level hash,low-level hash,rewrite,error-level,runtime,min,max,std,executions 
87,executor,1668618455695,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,399a47eb175cc369c47a9899051f52c69b4dcc7241419339809fcec043615640,"[(id, 0)]",ExecutionSuccess,6.84,6.84,7.185,0.1294026274849161,5
88,executor,1668618458111,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9ddabf995e8e0fee192bdd0f598431f1696cfbf517d672f4aec9d6d251b1f8a2,"[(id, 0)]",ExecutionSuccess,6.837,6.837,7.674,0.3662837151717234,5
89,executor,1668618460302,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,82753be855ab25edf20a0ba787a1c33df99faef79acac303333b40dd1bdf2eab,"[(id, 0)]",ExecutionSuccess,6.865,6.865,6.933,0.022517548712059972,5
90,executor,1668618463419,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,82753be855ab25edf20a0ba787a1c33df99faef79acac303333b40dd1bdf2eab,"[(id, 0)]",ExecutionSuccess,7.047,7.047,16.609,3.689284667791306,5
91,executor,1668618465942,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8f40e65d59b5c79d208f875e9dfb20d8b52257095f244c873caabe0d4c4cb4d5,"[(id, 0)]",ExecutionSuccess,6.903,6.903,7.204,0.1267034332605079,5
92,executor,1668618468574,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e8dcff03a15644e1a0366d742814c1efd662a4ed904d46b39732481510d1ba31,"[(id, 0)]",ExecutionSuccess,6.879,6.879,14.49,2.896185587976019,5
93,executor,1668618471038,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5070e80463ebb862d289ae0fa55dc8b96dc5c9a91a07acf6b0c655bc874480de,"[(id, 0)]",ExecutionSuccess,6.943,6.943,8.217,0.4990214424250728,5
94,executor,1668618473304,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,399a47eb175cc369c47a9899051f52c69b4dcc7241419339809fcec043615640,"[(id, 0)]",ExecutionSuccess,6.907,6.907,6.993,0.03074410512602374,5
95,executor,1668618475645,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,550596c1414133327aa3c55c6ebab0a9bac9f1fcc5c23ca91991b5b587697a92,"[(id, 0)]",ExecutionSuccess,6.898,6.898,7.024,0.04288402966140202,5
96,executor,1668618478590,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,efbcbaac0ce0f73e5967cf9e84c77d95f31dd1482580a1a7ca1a95e63d6c2ad2,"[(id, 0)]",ExecutionSuccess,6.878,6.878,19.843,4.849140789871954,5
97,executor,1668618481610,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b7a14b1c48daffa069dc97b01672b0130c4008badf088c0e99c7f39ad92c9a15,"[(id, 0)]",ExecutionSuccess,6.971,6.971,10.996,1.7361687245195956,5
98,executor,1668618484927,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f67aa5c76c27ed028dd05ef412fca572b654e2c7df8651cc5ec10bda49823d77,"[(id, 0)]",ExecutionSuccess,7.027,7.027,14.964,3.0791112354054375,5
